Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
1057,CSABCASE_B_epp,1,pbiosynthesis,1,GLYASPtex,1,ASNS2,1,ARABINOGALASEepp,1,ALAS,1,UPP3MT,1,FOLRrev,1,GLYK,1,AGDC,1,ATPS4pp,1,ASNS2,1,3MOPt2r,1,L2A6ODs,1,UAG2EMA,1,S7P1K,1,SRVtex,1,CSPG_Btex,1,DTMPt,1,CSND,1,ASNS2,1,KAS17rev,1,ADNK1,1,NCPTRCA,1,GALabcpp,1,BUTKr,1,GLYASPabcpp,1,TREtex,1,SRVt2pp,1,GCCc,1,CYSDS,1,AGMD,1,IZPN,1,CYSDS,1,URCN,1,CORE4tex,1,MANtex,1,ARABINOGALtex,1,ADNt2pp,1,GLYPROPRO1c,1,LLEUDr,1,GLUOX,1,GLYGLNabcpp,1,ASNS2,1,ADNK1,1,FRUpts,1,CMPN,1,UREAtpp,1,ASPO7,1,CSABCASE_B_epp,1,URCN,1,ADNK1,1
1058,ARABINOGALtex,1,dreplication,1,GLYASPabcpp,1,ADNK1,1,ACGAM2E,1,AGMD,1,PULLULAN1200tex,1,biomass400,1,UAG2EMA,1,SULR,1,DM_NA1,1,ADNtex,1,URCN,1,GCCc,1,ADSK,1,HISD,1,SRVt2pp,1,CSPG_AB_RESTtex,1,ASPO7,1,CMPN,1,ADNK1,1,ADNK1,1,ADNCNT3tcpp,1,UREAtpp,1,AGMT,1,BTOHtex,1,CORE4tex,1,TREptspp,1,PYNP_SRV,1,GALabcpp,1,THRt2r,1,biomass399,1,HISD,1,DEXTRINabcpp,1,SRVtex,1,AGDC,1,TREptspp,1,ARABINOGALASEepp,1,ASPO6,1,GLYPROabcpp,1,ADNt2pp,1,FTCD,1,BVUtex,1,ADNK1,1,ADNCNT3tcpp,1,GALASE_LACTLe,1,ARABINOGALASEe,1,BVUtex,1,ARABINOGALASEepp,1,ARABINOGALtex,1,AMYLOPECTe,1,ADNCNT3tcpp,1
1059,ARABINOGALASEepp,1,BUTt2rpp,1,G3PD8i,1,ADNCNT3tcpp,1,biomass201,1,ADOCBIK2,1,NCPTRCA,1,UPP3MT,1,GALabcpp,1,PYNP_SRV,1,GALASE_LACTLe,1,ADNK1,1,ADNt2pp,1,ADNK1,1,LEU_Ltex,1,ALAS,1,PYNP_SRV,1,CSABCASE_B_epp,1,ASNS1,1,ARABINOGALASEe,1,ADNCNT3tcpp,1,ADNCNT3tcpp,1,MLTG3,1,biomass374,1,PECTIN_DEGe,1,GLYLEUPEPT1tcpp,1,3MOPt2r,1,MAN6Ptex,1,OCDCAtr,1,CSPG_Btex,1,BVUtex,1,URCN,1,GLUOX,1,BVUtex,1,SRVt2pp,1,SRVt2pp,1,S7P1K,1,G1PACT,1,2DMMQ8tex,1,AGDC,1,2DMMQ8abcpp,1,DEXTRINabcpp,1,BVUtepp,1,ADNCNT3tcpp,1,UAG2EMA,1,PPM,1,biomass374,1,BVUtepp,1,CYSDS,1,ARABINOGALASEepp,1,NCPTRCA,1,PRPPS,1
1060,ACGAM2E,1,UGMDDS,1,GLYGLNabcpp,1,UAG2EMA,1,ALATA_D,1,biomass399,1,NA1tex,1,PULLepp,1,CSPG_Btex,1,DEXTRINtex,1,FRUpts,1,ADNCNT3tcpp,1,PULLepp,1,ADNCNT3tcpp,1,ADNt2pp,1,HYD4,1,4ABZt2,1,ARABINOGALtex,1,GLYASPabc,1,biomass374,1,PRPPS,1,UAG2EMA,1,MLTG4,1,CMPN,1,NCAMt2rpp,1,GALabcpp,1,SRVtex,1,ADNCNT3tcpp,1,IZPN,1,CSPG_AB_RESTtex,1,BVUtepp,1,SRVtex,1,FTCD,1,BVUtepp,1,PYNP_SRV,1,AMYLOPECTe,1,IZPN,1,ACGAM2E,1,AGMD,1,ADSK,1,DEXTRINtex,1,DEXTRINtex,1,ASNS2,1,UAG2EMA,1,AGMT,1,NDPK9,1,UREAtpp,1,ASNS2,1,BVUtex,1,ACGAM2E,1,DEXTRINabcpp,1,UAG2EMA,1
1061,biomass201,1,UDCPDP,1,GLYGLNtex,1,GALabcpp,1,26DAPt2r,1,URCN,1,L_ILE3MR,1,PULLULAN1200tex,1,CSPG_AB_RESTtex,1,ALAS,1,DAGK180,1,UAG2EMA,1,PULLULAN1200tex,1,UAG2EMA,1,DTMPt,1,URCN,1,IZPN,1,ARABINOGALASEepp,1,NCAMtex,1,UREAtpp,1,UAG2EMA,1,GALabcpp,1,PTAr,1,CSND,1,SULR,1,GLYLEUtex,1,4ABZt2,1,ASNS2,1,HISD,1,CSABCASE_B_epp,1,ASNS2,1,SRVt2pp,1,AMYLe,1,ASNS2,1,GCALDtex,1,4ABZt2,1,AGMD,1,biomass201,1,biomass399,1,TREptspp,1,UPP3MT,1,FOLR3,1,ADNCNT3tcpp,1,GALabcpp,1,GLCNACASE_OGLYCAN2epp,1,IZPN,1,r0871pp,1,SRVtex,1,BVUtepp,1,biomass201,1,ADNt2pp,1,GALabcpp,1
1062,ALATA_D,1,UAMAS,1,GLCNACASE_OGLYCAN5epp,1,CSPG_Btex,1,biomass386,1,SRVt2pp,1,ALAS,1,URAt2pp,1,CSABCASE_B_epp,1,AGMD,1,biomass400,1,GALabcpp,1,CLPNH180,1,DEXTRINabcpp,1,ASPO7,1,SRVtex,1,HISD,1,ACGAM2E,1,L2A6ODs,1,ALCD4,1,GALabcpp,1,CSPG_Btex,1,UAG2EMA,1,AGMD,1,S7P1K,1,AMYLOPECTe,1,DEXTRINtex,1,TAGURr,1,GLUOX,1,ARABINOGALtex,1,ADNK1,1,PYNP_SRV,1,SRVtex,1,ADNK1,1,GCALDtpp,1,ALAS,1,biomass399,1,FTCD,1,URCN,1,ADNt2pp,1,biomass201,1,CYSDS,1,HISD,1,CSPG_Btex,1,INDOLEt2rpp,1,HISD,1,biomass400,1,URCN,1,ASNS2,1,ALATA_D,1,ALAS,1,CSPG_Btex,1
1063,GLUOX,1,BTOHtex,1,2DMMQ8abcpp,1,CSPG_AB_RESTtex,1,CYSDS,1,UPP3MT,1,AGMD,1,NCPTRCA,1,ARABINOGALtex,1,biomass399,1,r0871pp,1,CSPG_Btex,1,ALAS,1,DEXTRINtex,1,ASNS1,1,SRVt2pp,1,GLUOX,1,biomass201,1,SRVt2pp,1,BTOHt2rpp,1,CSPG_Btex,1,CSPG_AB_RESTtex,1,ORNt,1,IZPN,1,DTMPt,1,ASPO7,1,ADNt2pp,1,SRVtex,1,GART,1,ARABINOGALASEepp,1,ADNCNT3tcpp,1,IZPN,1,BVUtex,1,ADNCNT3tcpp,1,IZPN,1,AGMD,1,URCN,1,GLUOX,1,SRVt2pp,1,biomass310,1,AMYLOPECT900tex,1,BVUtex,1,G3PD8i,1,CSPG_AB_RESTtex,1,GALabcpp,1,GLUOX,1,DAGK180,1,biomass399,1,ADNK1,1,26DAPt2r,1,AGMD,1,CSPG_AB_RESTtex,1
1064,HISD,1,UAMAGS,1,CLPNH180,1,CSABCASE_B_epp,1,GLUOX,1,PYNP_SRV,1,URCN,1,URAtex,1,ARABINOGALASEepp,1,URCN,1,URAtex,1,CSPG_AB_RESTtex,1,AGMD,1,FOLR3,1,INDOLEtex,1,PYNP_SRV,1,biomass310,1,ALATA_D,1,UPP3MT,1,PULLepp,1,CSPG_AB_RESTtex,1,CSABCASE_B_epp,1,AHMMPS,1,biomass399,1,ASPO7,1,ASNS1,1,biomass310,1,PULLepp,1,biomass399,1,ACGAM2E,1,ORNt,1,HISD,1,BVUtepp,1,PRPPS,1,HISD,1,biomass399,1,SRVtex,1,HISD,1,PULLULAN1200tex,1,ALAS,1,UAG2EMA,1,BVUtepp,1,UAG2EMA,1,CSABCASE_B_epp,1,CSPG_Btex,1,FTCD,1,MAN6Ptex,1,AGMD,1,ADNCNT3tcpp,1,biomass386,1,biomass399,1,CSABCASE_B_epp,1
1065,IZPN,1,UAGPT3,1,SRVtex,1,ARABINOGALtex,1,biomass146,1,SUCOAS1,1,HISD,1,r0871pp,1,ACGAM2E,1,SRVtex,1,GLYLEUPEPT1tcpp,1,CSABCASE_B_epp,1,biomass399,1,GCCa,1,GLYASPabc,1,IZPN,1,biomass399,1,26DAPt2r,1,PULLepp,1,biomass386,1,CSABCASE_B_epp,1,ARABINOGALtex,1,ALAGLNtex,1,URCN,1,ASNS1,1,INDOLEtex,1,ALAS,1,PULLULAN1200tex,1,CYSDS,1,BVUtepp,1,UAG2EMA,1,GLUOX,1,ASNS2,1,DEXTRINtex,1,GLUOX,1,URCN,1,SRVt2pp,1,AGMD,1,PYNP_SRV,1,biomass399,1,GALabcpp,1,ASNS2,1,ALAASPtex,1,ARABINOGALtex,1,CSPG_AB_RESTtex,1,L_LACD2,1,ACGAM2E,1,KAS17rev,1,DEXTRINabcpp,1,biomass372,1,SRVtex,1,ARABINOGALtex,1
1066,PULLepp,1,UAGCVT_r,1,MAN6Ptex,1,ARABINOGALASEepp,1,HISD,1,IZPN,1,SRVtex,1,DAGK180,1,biomass201,1,SRVt2pp,1,GLYLEUtex,1,ARABINOGALtex,1,SRVtex,1,GCCb,1,KAS17rev,1,GLUOX,1,ADEt2,1,biomass386,1,PULLULAN1200tex,1,CSPG_AB_RESTtex,1,ARABINOGALtex,1,ARABINOGALASEepp,1,GALabcpp,1,SRVtex,1,GLYASPabc,1,GLYASPabc,1,biomass399,1,NCPTRCA,1,CITRH,1,BVUtex,1,GLYLEUPEPT1tc,1,FTCD,1,ADNK1,1,FOLR3,1,FTCD,1,SRVtex,1,PYNP_SRV,1,PULLepp,1,IZPN,1,URCN,1,CSPG_Btex,1,ADNK1,1,AGMT,1,ARABINOGALASEepp,1,CSABCASE_B_epp,1,LDH_L,1,biomass201,1,LEU_Ltex,1,DEXTRINtex,1,TREtex,1,CORE4tex,1,ARABINOGALASEepp,1
1067,ASPO7,1,UAAGDS,1,ALATA_D,1,ACGAM2E,1,ASNS1,1,HISD,1,SRVt2pp,1,biomass310,1,ALATA_D,1,GART,1,LLEUDr,1,ARABINOGALASEepp,1,URAt2pp,1,GALabcpp,1,LEUt2rpp,1,ADNCNT3tcpp,1,AMYLOPECTe,1,biomass372,1,ALAS,1,CSABCASE_B_epp,1,PYNP_SRV,1,ACGAM2E,1,CSPG_Btex,1,SRVt2pp,1,NCAMtex,1,UPP3MT,1,URCN,1,ALAS,1,BVUtex,1,CYSDS,1,GALabcpp,1,CYSDS,1,ADNCNT3tcpp,1,UAG2EMA,1,GLCptspp,1,PYNP_SRV,1,GART,1,PULLULAN1200tex,1,HISD,1,SRVtex,1,CSPG_AB_RESTtex,1,ADNCNT3tcpp,1,AGPAT180,1,ACGAM2E,1,ARABINOGALtex,1,CYSDS,1,ALATA_D,1,NCAMtex,1,FOLR3,1,ADNK1,1,SRVt2pp,1,ACGAM2E,1
1068,ASNS1,1,TRDR,1,26DAPt2r,1,biomass201,1,GLYASPabc,1,GLUOX,1,PYNP_SRV,1,ALAS,1,26DAPt2r,1,ADNt2pp,1,L_ILE3MR,1,IZPN,1,SRVt2pp,1,BVUtepp,1,HYD4,1,FTCD,1,CYSDS,1,ASNS2,1,biomass399,1,ARABINOGALtex,1,SRVt2pp,1,biomass201,1,CSPG_AB_RESTtex,1,PYNP_SRV,1,L2A6ODs,1,DEXTRINabcpp,1,SRVt2pp,1,AGMD,1,BVUtepp,1,AGMD,1,CSPG_Btex,1,BVUtex,1,4ABZt2,1,GCCa,1,PYDX5Ptex,1,ADSK,1,HISD,1,ALAASP1c,1,GLUOX,1,SRVt2pp,1,CSABCASE_B_epp,1,GCCa,1,GALabcpp,1,biomass201,1,ARABINOGALASEepp,1,GAMt2r,1,26DAPt2r,1,NCAMt2rpp,1,UAG2EMA,1,ASNS2,1,PYNP_SRV,1,biomass201,1
1069,GLYASPabc,1,RBFK,1,biomass386,1,ALATA_D,1,NCAMtex,1,FTCD,1,LLEUDr,1,AGMD,1,biomass386,1,CYTDt2r,1,NA1tex,1,SRVt2pp,1,PYNP_SRV,1,CSPG_Btex,1,NCAMtex,1,PYDX5Ptex,1,BVUtex,1,BVUtepp,1,URCN,1,ARABINOGALASEepp,1,SRVtex,1,ALATA_D,1,CSABCASE_B_epp,1,UPPRT,1,UAG2EMA,1,biomass406,1,biomass386,1,biomass399,1,ASNS2,1,UPP3MT,1,CSPG_AB_RESTtex,1,BVUtepp,1,PRPPS,1,GCCb,1,GART,1,biomass310,1,TREtex,1,NCPTRCA,1,FTCD,1,PYNP_SRV,1,ARABINOGALtex,1,GCCb,1,CSPG_Btex,1,ALATA_D,1,ACGAMtr2pp,1,BVUtex,1,biomass386,1,L2A6ODs,1,GCCa,1,BVUtepp,1,AMYLe,1,ALATA_D,1
1070,NCAMtex,1,BUTKr,1,GCCa,1,26DAPt2r,1,NCAMt2rpp,1,PPM,1,PYDX5Ptex,1,biomass399,1,BVUtex,1,IZPN,1,HYD4,1,biomass201,1,PYDX5Ptex,1,CSPG_AB_RESTtex,1,NCAMt2rpp,1,GART,1,BVUtepp,1,BVUtex,1,SRVtex,1,ACGAM2E,1,NCAMt2rpp,1,26DAPt2r,1,ARABINOGALtex,1,ALAGLNabcpp,1,UPP3MT,1,ADNt2pp,1,PYNP_SRV,1,URCN,1,ADNK1,1,PULLepp,1,CSABCASE_B_epp,1,ASNS2,1,SRVt2pp,1,GCCc,1,CYSDS,1,ADNt2pp,1,GLUOX,1,ALAASPabcpp,1,PYDX5Ptex,1,IZPN,1,ARABINOGALASEepp,1,SRVt2pp,1,GLUOX,1,26DAPt2r,1,ACGAM2E,1,BVUtepp,1,biomass372,1,LEUt2rpp,1,GCCb,1,URCN,1,IZPN,1,26DAPt2r,1
1071,NCAMt2rpp,1,TREptspp,1,GCCb,1,biomass386,1,L2A6ODs,1,GALASE_LACTLe,1,GLYLEUtex,1,URCN,1,FTCD,1,HISD,1,GCCc,1,SRVtex,1,GART,1,CSABCASE_B_epp,1,L2A6ODs,1,CYSDS,1,ASNS2,1,biomass399,1,ARABINOGALtex,1,biomass201,1,SULR,1,biomass386,1,ARABINOGALASEepp,1,PULLepp,1,PULLepp,1,PULLepp,1,PYDX5Ptex,1,SRVt2pp,1,ADNCNT3tcpp,1,PULLULAN1200tex,1,HISD,1,ADNK1,1,URCN,1,GALabcpp,1,FBA2,1,IZPN,1,FTCD,1,ALAASPtex,1,CYSDS,1,TREtex,1,ACGAM2E,1,SRVtex,1,IZPN,1,biomass372,1,FTCD,1,ASNS2,1,TREtex,1,OCDCAtrpp,1,GCCc,1,NCAMt2rpp,1,HISD,1,biomass386,1
1072,L2A6ODs,1,biomass372,1,GCCc,1,biomass372,1,UPP3MT,1,FRUpts,1,GLYLEUPEPT1tcpp,1,SRVtex,1,BTOHt2rpp,1,GLUOX,1,GCCb,1,SULR,1,IZPN,1,ARABINOGALtex,1,PYDX5Ptex,1,BVUtex,1,ADNK1,1,NCAMt2rpp,1,ARABINOGALASEepp,1,ALATA_D,1,S7P1K,1,biomass372,1,ACGAM2E,1,TRPAS2,1,PULLULAN1200tex,1,PULLULAN1200tex,1,NA1tex,1,BVUtepp,1,2DMMQ8tex,1,NCPTRCA,1,ALAASP1c,1,biomass372,1,ADEt2,1,CSPG_Btex,1,ADNt2pp,1,HISD,1,URAt2pp,1,ALAS,1,CYSTL,1,HISD,1,ALATA_D,1,URCN,1,CSABCASE_B_epp,1,CYSDS,1,GLUOX,1,ADNK1,1,TREptspp,1,UPP3MT,1,GALabcpp,1,L2A6ODs,1,GLUOX,1,BVUtex,1
1073,UPP3MT,1,FDH,1,biomass372,1,BVUtex,1,PULLepp,1,TREptspp,1,ADNt2pp,1,SRVt2pp,1,GLUOX,1,FTCD,1,BVUtepp,1,S7P1K,1,HISD,1,ARABINOGALASEepp,1,UPP3MT,1,BVUtepp,1,GCCc,1,L2A6ODs,1,ACGAM2E,1,26DAPt2r,1,DTMPt,1,TREtex,1,BVUtex,1,UPP3MT,1,NCPTRCA,1,KAS17rev,1,IZPN,1,PYNP_SRV,1,AGMD,1,AGMT,1,ARABI,1,TREptspp,1,UPP3MT,1,CSPG_AB_RESTtex,1,NCPTRCA,1,GLUOX,1,URAtex,1,biomass399,1,PULLepp,1,GLUOX,1,HISt2r,1,GLYASP1c,1,PULLepp,1,GLUOX,1,HISD,1,ADNCNT3tcpp,1,MAN6Pt6_2pp,1,OCDCEAtex,1,CSPG_Btex,1,UPP3MT,1,FTCD,1,FTCD,1
1074,PULLULAN1200tex,1,AGDC,1,TREtex,1,FTCD,1,PULLULAN1200tex,1,ASPO7,1,L2A6ODs,1,PYNP_SRV,1,GLYASPabc,1,CPPPGO2,1,SRVt2pp,1,DTMPt,1,GLUOX,1,ACGAM2E,1,GART,1,ASNS2,1,AGMD,1,UPP3MT,1,DRIBI,1,biomass372,1,ASPO7,1,TREptspp,1,ATPS4pp,1,PROt2rpp,1,ALAS,1,LEU_Ltex,1,HISD,1,IZPN,1,MAN6Pt6_2pp,1,AGPAT180,1,ALAASPabcpp,1,UREAtpp,1,SUCOAS1,1,FTCD,1,L2A6ODs,1,FTCD,1,r0871pp,1,IZPN,1,biomass372,1,FTCD,1,26DAPt2r,1,SULR,1,ASNS1,1,INDOLEtex,1,IZPN,1,PYNP_SRV,1,ARABINOGALtex,1,PULLepp,1,CSPG_AB_RESTtex,1,PULLepp,1,PULLULAN1200tex,1,INDOLEt2rpp,1
1075,PYNP_SRV,1,AGMD,1,TREptspp,1,KAS17rev,1,NCPTRCA,1,TSULabc,1,NCAMt2rpp,1,PYDX5Ptex,1,NCAMtex,1,AMYLe,1,PYNP_SRV,1,ASPO7,1,UPP3MT,1,biomass201,1,OCDCAtrpp,1,ADNt2pp,1,AGDC,1,PULLepp,1,MALT6PH,1,GALabcpp,1,ASNS1,1,ASNS2,1,CYSDS,1,TMDSf,1,AGMD,1,LEUt2rpp,1,GLUOX,1,HISD,1,FDH,1,ALAS,1,NCAMtex,1,TRPAS2,1,NCAMtex,1,HISD,1,ASNS1,1,CYSDS,1,CYSDS,1,URCN,1,ADEt2,1,CYSDS,1,biomass386,1,S7P1K,1,GLYASPabc,1,HISD,1,L2A6ODs,1,OCDCEAtex,1,TAGURr,1,PULLULAN1200tex,1,CSABCASE_B_epp,1,PULLULAN1200tex,1,PULLepp,1,GLUOX,1
1076,NCPTRCA,1,biomass399,1,MAN6Pt6_2pp,1,GLUOX,1,ALAS,1,TMDSf,1,NCAMtex,1,L2A6ODs,1,NCAMt2rpp,1,NCPTRCA,1,IZPN,1,ASNS1,1,AMYLOPECTe,1,ALATA_D,1,INDOLEt2rpp,1,PULLULAN1200tex,1,NCAMt2rpp,1,PULLULAN1200tex,1,ARGt2pp,1,TREtex,1,GLYASPabc,1,BVUtepp,1,MLTG2,1,SULR,1,PRPPS,1,PYDX5Ptex,1,FTCD,1,GLUOX,1,L_LACD2,1,biomass399,1,NCAMt2rpp,1,ALTRH,1,NCAMt2rpp,1,biomass414,1,L_LACD2,1,ADEt2,1,biomass400,1,SRVtex,1,NDPK9,1,NA1tex,1,biomass372,1,DTMPt,1,NCAMtex,1,ASNS1,1,r0339,1,SRVtex,1,PECTIN_DEGe,1,OCDCEAtrpp,1,FTCD,1,ALAS,1,ADEt2,1,ASNS1,1
1077,ALAS,1,URCN,1,ACGAM2E,1,GLYASPabc,1,AGMD,1,SULR,1,3MOPt2r,1,FRUpts,1,L2A6ODs,1,PULLULAN1200tex,1,HISD,1,GLYASPabc,1,ADEt2,1,ASNS2,1,S7P1K,1,PULLepp,1,DTMPt,1,NPHS,1,ARGDA,1,TREptspp,1,NCAMtex,1,BVUtex,1,NCAMt2rpp,1,S7P1K,1,TAGURr,1,ALAS,1,PULLULAN1200tex,1,FTCD,1,GLYASPabc,1,FTCD,1,L2A6ODs,1,PREN,1,L2A6ODs,1,IZPN,1,GLYASPabc,1,DEXTRINabcpp,1,ALAS,1,SRVt2pp,1,L_LACD2,1,PYDX5Ptex,1,TREtex,1,ASPO7,1,NCAMt2rpp,1,GLYASPabc,1,UPP3MT,1,r0871pp,1,NACUP,1,NCPTRCA,1,GLUOX,1,biomass399,1,UPP3MT,1,NCAMtex,1
1078,AGMD,1,SRVtex,1,HYD4,1,NCAMtex,1,biomass399,1,S7P1K,1,AMYLe,1,TMDSf,1,UPP3MT,1,ADPT,1,GLUOX,1,NCAMtex,1,L2A6ODs,1,BVUtex,1,3MEBCOADH,1,UPP3MT,1,ASPO7,1,ALAS,1,26DAPLLATi,1,MAN6Ptex,1,L2A6ODs,1,biomass399,1,L2A6ODs,1,OCDCAtrpp,1,NACUP,1,DTMPt,1,PULLepp,1,CYSDS,1,LDH_L,1,URCN,1,UPP3MT,1,PROt2rpp,1,PPM,1,GLYASPabc,1,LDH_L,1,NCPTRCA,1,PYDX5Ptex,1,PYNP_SRV,1,DTMPt,1,BVUtex,1,TREptspp,1,ASNS1,1,L2A6ODs,1,NCAMtex,1,TRSARr,1,S7P1K,1,HISt2r,1,PNTOabcpp,1,HISD,1,SRVtex,1,TSULabc,1,NCAMt2rpp,1
1079,biomass399,1,SRVt2pp,1,INDOLEt2rpp,1,NCAMt2rpp,1,URCN,1,r0871pp,1,TSULabc,1,AMYLe,1,PULLepp,1,GLYASPabc,1,FTCD,1,NCAMt2rpp,1,LDH_L,1,biomass386,1,DALAt2r,1,L_LACD2,1,ASNS1,1,URCN,1,biomass414,1,MAN6Pt6_2pp,1,URCN,1,NCAMtex,1,UPP3MT,1,OCDCEAtex,1,PNTOabcpp,1,CYSTL,1,AMYLOPECTe,1,BVUtex,1,GAMt2r,1,SRVtex,1,PULLepp,1,MALTtex,1,NDPK9,1,NCAMtex,1,GAMt2r,1,PULLULAN1200tex,1,NCPTRCA,1,G3PD8i,1,ASPO7,1,2DMMQ8abcpp,1,MAN6Ptex,1,AGMT,1,UPP3MT,1,NCAMt2rpp,1,SGAT,1,URAt2pp,1,GUI2,1,ALAS,1,PULLULAN1200tex,1,BVUtex,1,TMDSf,1,L2A6ODs,1
1080,URCN,1,PYNP_SRV,1,INDOLEtex,1,L2A6ODs,1,SRVtex,1,biomass400,1,TMDSf,1,DAPabc,1,PULLULAN1200tex,1,S7P1K,1,CYSDS,1,L2A6ODs,1,TSULabc,1,AGMD,1,GAMt2r,1,LDH_L,1,FDH,1,CYSDS,1,TRDR,1,TAGURr,1,UPP3MT,1,NCAMt2rpp,1,PULLepp,1,DTMPt,1,GTHRD,1,LLEUDr,1,UPP3MT,1,MAN6Pt6_2pp,1,NCAMtex,1,SRVt2pp,1,PULLULAN1200tex,1,MALTptspp,1,DAPMDH,1,NCAMt2rpp,1,NCAMtex,1,TMDSf,1,PULLULAN1200tex,1,GLYGLNabcpp,1,ASNS1,1,ADEt2,1,MAN6Pt6_2pp,1,GLYASPabc,1,ADNt2pp,1,L2A6ODs,1,PULLepp,1,MALT,1,GALURt2r,1,ADNK1,1,ASNS1,1,SRVt2pp,1,SULR,1,UPP3MT,1
